#,"Barangay ID","Barangay Name","Nscb Code","District Number","[City] City ID","[City] City Name","[City] Nscb Code"
10299,"10299","Cutcut 1st","36,904,004.00","3rd","327","CAPAS","36,904,000.00"
10300,"10300","Cutcut 2nd","36,904,005.00","3rd","327","CAPAS","36,904,000.00"
10301,"10301","Cut-cut I","36,916,029.00","2nd","433","CITY OF TARLAC (Capital)","36,916,000.00"
10302,"10302","Cut-cut II","36,916,030.00","2nd","433","CITY OF TARLAC (Capital)","36,916,000.00"
10303,"10303","Cutcutan","45,610,019.00","3rd","351","CATANAUAN","45,610,000.00"
10304,"10304","Cutcutan","71,247,014.00","3","1608","VALENCIA","71,247,000.00"
10305,"10305","Cutog Grande","23,125,003.00","3rd","1196","REINAMERCEDES","23,125,000.00"
10306,"10306","Cutog Peque?o","23,125,004.00","3rd","1196","REINAMERCEDES","23,125,000.00"
10307,"10307","Cutud","35,401,008.00","1st","62","ANGELESCITY","35,401,000.00"
10308,"10308","Cuya","71,246,017.00","2","1599","UBAY","71,246,000.00"
10309,"10309","Cuyab","43,425,002.00","1st","420","CITY OF SANTAROSA","43,428,000.00"
10310,"10310","Cuyad","63,002,023.00","2","41","ALIMODIAN","63,002,000.00"
10311,"10311","Cuyago","160,205,006.00","2","656","JABONGA","160,205,000.00"
10312,"10312","Cuyaoyao","50,513,010.00","3","1141","PIODURAN","50,513,000.00"
10313,"10313","Cuyapa","34,907,008.00","3rd","558","GABALDON (BITULOK&SABANI)","34,907,000.00"
10314,"10314","Cuyapiao","60,612,008.00","lone","1077","PANDAN","60,611,000.00"
10315,"10315","Cuyapon","124,703,005.00","3","680","KABACAN","124,703,000.00"
10316,"10316","D. L. Maglanoc Pob. (Bgy.III)","34,905,054.00","2nd","344","CARRANGLAN","34,905,000.00"
10317,"10317","Daan Banua","184,515,007.00","6th","402","CITY OF KABANKALAN","184,515,000.00"
10318,"10318","Daan Banua","63,019,008.00","5","553","ESTANCIA","63,019,000.00"
10319,"10319","Da-an Banwa","61,917,016.00","2","1536","TAPAZ","61,917,000.00"
10320,"10320","Daan Campo","103,511,003.00","2","865","MAGSAYSAY","112,407,000.00"
10321,"10321","Daan Lungsod","83,707,010.00","5","185","BATO","83,707,000.00"
10322,"10322","Daan Lungsod","72,252,019.00","3","1587","TUDELA","72,253,000.00"
10323,"10323","Da-an Norte","61,917,017.00","2","1536","TAPAZ","61,917,000.00"
10324,"10324","Daan Paz","72,238,005.00","2","1161","POTOTAN","63,037,000.00"
10325,"10325","Daan Secante","72,253,003.00","5","1588","TUDELA","104,216,000.00"
10326,"10326","Da-an Sur","61,917,018.00","2","1536","TAPAZ","61,917,000.00"
10327,"10327","Daan Suyan","128,006,001.00","lone","887","MALAPATAN","128,006,000.00"
10328,"10328","Daanaingud","153,616,026.00","1","929","MARANTAO","153,616,000.00"
10329,"10329","Daanbanwa","63,025,033.00","3","765","LEGANES","63,026,000.00"
10330,"10330","Daang Amaya I","42,120,009.00","6th","1535","TANZA","42,120,000.00"
10331,"10331","Daang Amaya II","42,120,034.00","6th","1535","TANZA","42,120,000.00"
10332,"10332","Daang Amaya III","42,120,035.00","6th","1535","TANZA","42,120,000.00"
10333,"10333","Daang Bago","30,804,008.00","1st","512","DINALUPIHAN","30,804,000.00"
10334,"10334","Daang Bago (Pob.)","30,810,011.00","2nd","1039","ORION","30,810,000.00"
10335,"10335","Daang Bakal","137,401,009.00","lone","368","CITY OF  MANDALUYONG","137,401,000.00"
10336,"10336","Daang Bilolo (Pob.)","30,810,012.00","2nd","1039","ORION","30,810,000.00"
10337,"10337","Daang Bukid","42,103,005.00","2nd","99","BACOORCITY","42,103,000.00"
10338,"10338","Daang Pare","30,810,013.00","2nd","1039","ORION","30,810,000.00"
10339,"10339","Daang Sarile","34,903,029.00","3rd","272","CABANATUANCITY","34,903,000.00"
10340,"10340","Daanghari","137,503,005.00","lone","371","CITY OF  NAVOTAS","137,503,000.00"
10341,"10341","Daanglungsod","72,251,015.00","3","1566","TOLOSA","83,749,000.00"
10342,"10342","Daan-Ili","21,503,012.00","2nd","43","ALLACAPAN","21,503,000.00"
10343,"10343","Daanlungsod","72,231,003.00","4","885","MALALAG","112,408,000.00"
10344,"10344","Daanlungsod","72,235,010.00","5","1043","OTON","63,034,000.00"
10345,"10345","Daan-Lungsod","72,202,002.00","2","30","ALEGRIA","72,203,000.00"
10346,"10346","Daan-Lungsod","104,308,011.00","1","584","GINGOOGCITY","104,308,000.00"
10347,"10347","Daantabogon","72,248,007.00","4","1463","SOGOD","86,417,000.00"
10348,"10348","Dabbac Grande","21,506,020.00","1st","109","BAGGAO","21,506,000.00"
10349,"10349","Dabburab","23,108,025.00","3rd","393","CITY OF CAUAYAN","23,108,000.00"
10350,"10350","Dabenayan","153,820,002.00","2","902","MAMASAPANO","153,820,000.00"
10351,"10351","Dabliston","103,506,011.00","2","1480","SULTANNAGADIMAPORO (KAROMATAN)","103,506,000.00"
10352,"10352","Dabong","63,023,018.00","3","736","LAMBUNAO","63,025,000.00"
10353,"10353","Dabubu Grande","23,127,003.00","4th","1242","SANAGUSTIN","23,127,000.00"
10354,"10354","Dabubu Peque?o","23,127,004.00","4th","1242","SANAGUSTIN","23,127,000.00"
10355,"10355","Dacal","21,522,005.00","2nd","1255","SANCHEZ-MIRA","21,522,000.00"
10356,"10356","Dacal","63,039,011.00","4","1259","SANENRIQUE","63,039,000.00"
10357,"10357","Dacal","63,039,011.00","1","1289","SANJOAQUIN","63,040,000.00"
10358,"10358","Dacalan","143,214,003.00","Lone","1534","TANUDAN","143,214,000.00"
10359,"10359","Dacal-Lafugu","21,510,014.00","1st","312","CAMALANIUGAN","21,510,000.00"
10360,"10360","Dacanlao","41,007,019.00","1st","292","CALACA","41,007,000.00"
10361,"10361","Dacap Norte","15,508,009.00","1st","153","BANI","15,508,000.00"
10362,"10362","Dacap Sur","15,508,010.00","1st","153","BANI","15,508,000.00"
10363,"10363","Daclan","141,104,004.00","Lone","217","BOKOD","141,104,000.00"
10364,"10364","Daclan","141,114,005.00","Lone","1580","TUBLAY","141,114,000.00"
10365,"10365","Daclapan","12,905,014.00","1st","280","CABUGAO","12,905,000.00"
10366,"10366","Dacudac","144,410,010.00","Lone","1495","TADIAN","144,410,000.00"
10367,"10367","Dacudao","112,402,037.00","3 LD","500","DAVAOCITY","112,402,000.00"
10368,"10368","Dacudao","112,324,001.00","1","1280","SANISIDRO","112,324,000.00"
10369,"10369","Dacul","82,623,006.00","lone","1497","TAGANA-AN","166,725,000.00"
10370,"10370","Daculan","63,019,009.00","5","553","ESTANCIA","63,019,000.00"
10371,"10371","Dacutan","63,018,018.00","4","538","DUMANGAS","63,018,000.00"
10372,"10372","Dacutan","12,912,014.00","1st","870","MAGSINGAL","12,912,000.00"
10373,"10373","Dacutan","12,933,016.00","2nd","1507","TAGUDIN","12,933,000.00"
10374,"10374","Dacuton","61,904,013.00","2","541","DUMARAO","61,904,000.00"
10375,"10375","Dadaeman","12,817,007.00","1st","1105","PASUQUIN","12,817,000.00"
10376,"10376","Dadalaquiten Norte","12,930,014.00","1st","1448","SINAIT","12,930,000.00"
10377,"10377","Dadalaquiten Sur","12,930,015.00","1st","1448","SINAIT","12,930,000.00"
10378,"10378","Dadao","21,509,003.00","2nd","303","CALAYAN","21,509,000.00"
10379,"10379","Dadaor","12,804,005.00","1st","152","BANGUI","12,804,000.00"
10380,"10380","Dadap","23,116,006.00","3rd","827","LUNA","23,116,000.00"
10381,"10381","Dadap","25,013,006.00","lone","1465","SOLANO","25,013,000.00"
10382,"10382","Dadatan","112,317,013.00","2","650","ISLANDGARDENCITY OF SAMAL","112,317,000.00"
10383,"10383","Dadayag","153,603,021.00","2","134","BALINDONG (WATU)","153,603,000.00"
10384,"10384","Dadda","21,504,023.00","3rd","55","AMULUNG","21,504,000.00"
10385,"10385","Dadda","21,529,042.00","3rd","1590","TUGUEGARAOCITY (Capital)","21,529,000.00"
10386,"10386","Daddaay","12,901,010.00","2nd","40","ALILEM","12,901,000.00"
10387,"10387","Dadiangas East (Pob.)","126,303,007.00","1","575","GENERALSANTOSCITY (DADIANGAS)","126,303,000.00"
10388,"10388","Dadiangas North","126,303,035.00","1","575","GENERALSANTOSCITY (DADIANGAS)","126,303,000.00"
10389,"10389","Dadiangas South","126,303,036.00","1","575","GENERALSANTOSCITY (DADIANGAS)","126,303,000.00"
10390,"10390","Dadiangas West","126,303,037.00","1","575","GENERALSANTOSCITY (DADIANGAS)","126,303,000.00"
10391,"10391","Dado","124,701,004.00","1","19","ALAMADA","124,701,000.00"
10392,"10392","Dado","153,603,022.00","2","134","BALINDONG (WATU)","153,603,000.00"
10393,"10393","Dado","153,806,010.00","2","494","DATUPIANG","153,806,000.00"
10394,"10394","Dado","153,836,006.00","2","495","DATUSALIBO","153,836,000.00"
10395,"10395","Dado","153,624,024.00","1","521","DITSAAN-RAMAIN","153,624,000.00"
10396,"10396","Dadong","112,511,003.00","1","1540","TARRAGONA","112,511,000.00"
10397,"10397","Dados","153,807,011.00","1","492","DATUODINSINSUAT (DINAIG)","153,807,000.00"
10398,"10398","Dadtumog (Dadtumeg)","153,814,003.00","1","684","KABUNTALAN (TUMBAO)","153,814,000.00"
10399,"10399","Dafunganay","21,504,024.00","3rd","55","AMULUNG","21,504,000.00"
10400,"10400","Daga","184,504,014.00","2nd","283","CADIZCITY","184,504,000.00"
10401,"10401","Daga","148,102,006.00","Lone","452","CONNER","148,102,000.00"
10402,"10402","Daga","61,909,022.00","1","1074","PANAY","61,909,000.00"
10403,"10403","Daga","63,043,033.00","2","1354","SANTABARBARA","63,043,000.00"
10404,"10404","Daga-ay","63,046,021.00","1","1584","TUBUNGAN","63,046,000.00"
10405,"10405","Dagami","63,029,020.00","3","967","MIAGAO","63,030,000.00"
10406,"10406","Dagara","148,104,005.00","Lone","683","KABUGAO (Capital)","148,104,000.00"
10407,"10407","Dagatan","42,102,003.00","6th","51","AMADEO","42,102,000.00"
10408,"10408","Dagatan","72,207,011.00","2","103","BADIANGAN","63,004,000.00"
10409,"10409","Dagatan","45,615,007.00","2nd","526","DOLORES","45,615,000.00"
10410,"10410","Dagatan","43,410,010.00","3rd","787","LILIW","43,410,000.00"
10411,"10411","Dagatan","41,014,017.00","4th","797","LIPACITY","41,014,000.00"
10412,"10412","Dagatan","41,022,012.00","4th","1291","SANJOSE","41,022,000.00"
10413,"10413","Dagatan","41,032,004.00","4th","1541","TAYASAN","184,622,000.00"
10414,"10414","Dagat-dagatan","31,422,006.00","3rd","1343","SANRAFAEL","31,422,000.00"
10415,"10415","Dagat-Kidavao","101,321,008.00","4","436","CITY OF VALENCIA","101,321,000.00"
10416,"10416","Dagbasan","184,614,014.00","2nd","838","MABINAY","184,614,000.00"
10417,"10417","Dagdag (Pob.)","144,409,008.00","Lone","1225","SAGADA","144,409,000.00"
10418,"10418","Dagman","175,303,004.00","1st","70","ARACELI","175,303,000.00"
10419,"10419","Dagnawan","71,224,017.00","2","638","INABANGA","71,224,000.00"
10420,"10420","Dagnawan","71,236,005.00","2","1228","SAGBAYAN (BORJA)","71,236,000.00"
10421,"10421","Dagocdoc (Pob.)","166,819,006.00","1","431","CITY OF TANDAG (Capital)","166,819,000.00"
10422,"10422","Dagohoy","71,208,008.00","3","203","BILAR","71,208,000.00"
10423,"10423","Dagohoy","71,218,005.00","2","478","DANAO","71,218,000.00"
10424,"10424","Dagohoy","166,707,009.00","1","483","DAPA","166,707,000.00"
10425,"10425","Dagohoy","71,224,018.00","2","638","INABANGA","71,224,000.00"
10426,"10426","Dagohoy","112,322,001.00","1","1510","TALAINGOD","112,322,000.00"
10427,"10427","Dagohoy Pob. (Bgy. 7)","160,202,044.00","1","268","BUTUANCITY (Capital)","160,202,000.00"
10428,"10428","Dagonalan","153,638,006.00","1","1506","TAGOLOANII","153,638,000.00"
10429,"10429","Dagong","124,710,006.00","3","976","M'LANG","124,710,000.00"
10430,"10430","Dago-ok","153,612,017.00","2","824","LUMBATAN","153,612,000.00"
10431,"10431","Dagsa-an","67,901,007.00","lone","239","BUENAVISTA","67,901,000.00"
10432,"10432","Dagsian, Lower","141,102,058.00","Lone","111","BAGUIOCITY","141,102,000.00"
10433,"10433","Dagsian, Upper","141,102,028.00","Lone","111","BAGUIOCITY","141,102,000.00"
10434,"10434","Daguan","153,639,004.00","2","698","KAPATAGAN","153,639,000.00"
10435,"10435","Daguduban","153,617,033.00","1","930","MARAWICITY (Capital)","153,617,000.00"
10436,"10436","Dagueray","21,522,006.00","2nd","1255","SANCHEZ-MIRA","21,522,000.00"
10437,"10437","Daguitan","60,403,006.00","lone","148","BANGA","60,403,000.00"
10438,"10438","Daguma","126,501,004.00","2","113","BAGUMBAYAN","126,501,000.00"
10439,"10439","Dagumbaan","101,320,006.00","1","1511","TALAKAG","101,320,000.00"
10440,"10440","Dagumba-an","101,315,006.00","2","928","MARAMAG","101,315,000.00"
10441,"10441","Dagundalahon","101,320,007.00","1","1511","TALAKAG","101,320,000.00"
10442,"10442","Dagup","13,304,005.00","2nd","112","BAGULIN","13,304,000.00"
10443,"10443","Dagupan","25,701,001.00","lone","8","AGLIPAY","25,701,000.00"
10444,"10444","Dagupan","23,101,012.00","3rd","38","ALICIA","23,101,000.00"
10445,"10445","Dagupan","21,503,013.00","2nd","43","ALLACAPAN","21,503,000.00"
10446,"10446","Dagupan","23,104,005.00","2nd","200","BENITOSOLIVEN","23,104,000.00"
10447,"10447","Dagupan","124,703,006.00","3","680","KABACAN","124,703,000.00"
10448,"10448","Dagupan","21,516,015.00","1st","734","LAL-LO","21,516,000.00"
10449,"10449","Dagupan","148,105,003.00","Lone","826","LUNA","148,105,000.00"
10450,"10450","Dagupan","124,707,009.00","2","882","MAKILALA","124,707,000.00"
10451,"10451","Dagupan","25,011,012.00","lone","1182","QUEZON","25,011,000.00"
10452,"10452","Dagupan","23,132,039.00","3rd","1321","SANMATEO","23,132,000.00"
10453,"10453","Dagupan","21,528,014.00","3rd","1573","TUAO","21,528,000.00"
10454,"10454","Dagupan","12,823,016.00","1st","1625","VINTAR","12,823,000.00"
10455,"10455","Dagupan Centro (Pob.)","143,213,029.00","Lone","425","CITY OF TABUK (Capital)","143,213,000.00"
10456,"10456","Dagupan Weste","143,213,037.00","Lone","425","CITY OF TABUK (Capital)","143,213,000.00"
10457,"10457","Dagurongan","153,824,004.00","1","1479","SULTANMASTURA","153,824,000.00"
10458,"10458","Dahican","166,807,007.00","1","345","CARRASCAL","166,807,000.00"
10459,"10459","Dahican","45,610,020.00","3rd","351","CATANAUAN","45,610,000.00"
10460,"10460","Dahican","112,509,007.00","2","411","CITY OF MATI (Capital)","112,509,000.00"
10461,"10461","Dahilayan","101,314,003.00","1","918","MANOLOF ORTICH","101,314,000.00"
10462,"10462","Dahile","184,614,015.00","2nd","838","MABINAY","184,614,000.00"
10463,"10463","Dahilig","104,303,002.00","1","136","BALINGOAN","104,303,000.00"
10464,"10464","Daig","174,001,024.00","lone","214","BOAC (Capital)","174,001,000.00"
10465,"10465","Daig","124,714,006.00","3","1592","TULUNAN","124,714,000.00"
10466,"10466","Daine I","42,110,012.00","7th","640","INDANG","42,110,000.00"
10467,"10467","Daine II","42,110,033.00","7th","640","INDANG","42,110,000.00"
10468,"10468","Dait","71,209,020.00","2","238","BUENAVISTA","71,209,000.00"
10469,"10469","Dait Sur","71,224,019.00","2","638","INABANGA","71,224,000.00"
10470,"10470","Daja","63,029,021.00","3","967","MIAGAO","63,030,000.00"
10471,"10471","Daja Norte","60,403,007.00","lone","148","BANGA","60,403,000.00"
10472,"10472","Daja Sur","60,403,008.00","lone","148","BANGA","60,403,000.00"
10473,"10473","Dajay","126,313,005.00","2","1484","SURALLAH","126,313,000.00"
10474,"10474","Dakila","31,410,014.00","1st","409","CITY OF MALOLOS (Capital)","31,410,000.00"
10475,"10475","Daking","13,315,021.00","1st","1274","SANGABRIEL","13,315,000.00"
10476,"10476","Dakit","72,210,009.00","3","166","BARIRA","153,818,000.00"
10477,"10477","Dakit","72,211,009.00","4","221","BOMBON","51,704,000.00"
10478,"10478","Dakit","72,247,009.00","5","1433","SIBUCO","97,216,000.00"
10479,"10479","Daku","166,710,006.00","1","572","GENERALMACARTHUR","82,607,000.00"
10480,"10480","Dakutan","160,303,008.00","1","550","ESPERANZA","160,303,000.00"
10481,"10481","Dala","63,031,008.00","3","1018","NEWLUCENA","63,032,000.00"
10482,"10482","Dala (Dalama)","153,636,010.00","2","825","LUMBAYANAGUE","153,636,000.00"
10483,"10483","Dalacdac","13,308,004.00","2nd","261","BURGOS","13,308,000.00"
10484,"10484","Dalacon","104,208,006.00","1","808","LOPEZJAENA","104,208,000.00"
10485,"10485","Dalacutan","101,322,011.00","2","274","CABANGLASAN","101,322,000.00"
10486,"10486","Daladagan","153,832,001.00","2","914","MANGUDADATU","153,832,000.00"
10487,"10487","Daladap","126,503,003.00","2","552","ESPERANZA","126,503,000.00"
10488,"10488","Daladap","153,820,003.00","2","902","MAMASAPANO","153,820,000.00"
10489,"10489","Dalag","112,402,038.00","3 LD","500","DAVAOCITY","112,402,000.00"
10490,"10490","Dalagdag","112,402,039.00","3 LD","500","DAVAOCITY","112,402,000.00"
10491,"10491","Dalagsa-an","60,409,009.00","lone","774","LIBACAO","60,409,000.00"
10492,"10492","Dalaguisen","140,110,005.00","Lone","723","LAGANGILANG","140,110,000.00"
10493,"10493","Dalahican","45,624,018.00","2nd","817","LUCENACITY (Capital)","45,624,000.00"
10494,"10494","Dalahikan","72,240,008.00","2","1208","ROSALES","15,531,000.00"
10495,"10495","Dalajican","175,905,004.00","lone","450","CONCEPCION","175,905,000.00"
10496,"10496","Dalakip","23,102,022.00","3rd","60","ANGADANAN","23,102,000.00"
10497,"10497","Dalama","103,503,006.00","1","171","BAROY","103,503,000.00"
10498,"10498","Dalama","153,612,018.00","2","824","LUMBATAN","153,612,000.00"
10499,"10499","Dalama","153,619,016.00","1","991","MULONDO","153,619,000.00"
10500,"10500","Dalama","103,514,008.00","2","992","MUNAI","103,514,000.00"
10501,"10501","Dalama","103,506,036.00","2","1480","SULTANNAGADIMAPORO (KAROMATAN)","103,506,000.00"
10502,"10502","Dalama","103,522,008.00","1","1583","TUBOD (Capital)","103,522,000.00"
10503,"10503","Dalamas","103,520,001.00","1","1504","TAGOLOAN","103,520,000.00"
10504,"10504","Dalampang","34,903,030.00","3rd","272","CABANATUANCITY","34,903,000.00"
10505,"10505","Dalampasigan (Pob.)","45,634,029.00","3rd","1143","PITOGO","45,634,000.00"
10506,"10506","Dalandanan","137,504,010.00","2 LD","375","CITY OF  VALENZUELA","137,504,000.00"
10507,"10507","Dalangiring","15,545,008.00","2nd","1604","URBIZTONDO","15,545,000.00"
10508,"10508","Dalao","30,804,009.00","1st","512","DINALUPIHAN","30,804,000.00"
10509,"10509","Dalaoig","21,502,012.00","1st","25","ALCALA","21,502,000.00"
10510,"10510","Dalaon","153,606,054.00","1","234","BUBONG","153,606,000.00"
10511,"10511","Dalapang","104,210,016.00","2","1044","OZAMISCITY","104,210,000.00"
10512,"10512","Dalapitan","124,708,007.00","3","947","MATALAM","124,708,000.00"
10513,"10513","Dalaragan","82,609,059.00","lone","586","GITAGUM","104,309,000.00"
10514,"10514","Dalaupon","184,622,006.00","1st","1541","TAYASAN","184,622,000.00"
10515,"10515","Dalawa","12,901,011.00","2nd","40","ALILEM","12,901,000.00"
10516,"10516","Dalawinon","112,407,005.00","1","865","MAGSAYSAY","112,407,000.00"
10517,"10517","Dalaya","21,508,007.00","1st","244","BUGUEY","21,508,000.00"
10518,"10518","Dalaya","21,516,016.00","1st","734","LAL-LO","21,516,000.00"
10519,"10519","Dalayap","21,503,014.00","2nd","43","ALLACAPAN","21,503,000.00"
10520,"10520","Dalayap","35,405,009.00","4th","318","CANDABA","35,405,000.00"
10521,"10521","Dalayap","36,916,031.00","2nd","433","CITY OF TARLAC (Capital)","36,916,000.00"
10522,"10522","Dalayap","35,410,006.00","4th","845","MACABEBE","35,410,000.00"
10523,"10523","Dalayap","12,819,010.00","2nd","1138","PINILI","12,819,000.00"
10524,"10524","Dalayap","15,539,008.00","6th","1380","SANTAMARIA","15,539,000.00"
10525,"10525","Dalayap (Nalaas)","140,112,004.00","Lone","738","LANGIDEN","140,112,000.00"
10526,"10526","Dalayawon","175,303,005.00","1st","70","ARACELI","175,303,000.00"
10527,"10527","Daldagan","12,909,009.00","2nd","560","GALIMUYOD","12,909,000.00"
10528,"10528","Daldalayap","36,913,006.00","1st","1256","SANCLEMENTE","36,913,000.00"
10529,"10529","Dale-Bong","153,837,002.00","2","1425","SHARIFFSAYDONAMUSTAPHA","153,837,000.00"
10530,"10530","Dalena","23,133,006.00","1st","1335","SANPABLO","23,133,000.00"
10531,"10531","Dalenat","23,102,023.00","3rd","60","ANGADANAN","23,102,000.00"
10532,"10532","Dalgan","153,810,025.00","2","1052","PAGALUNGAN","153,810,000.00"
10533,"10533","Daliao","112,402,040.00","3 LD","500","DAVAOCITY","112,402,000.00"
10534,"10534","Daliao","128,004,004.00","lone","834","MAASIM","128,004,000.00"
10535,"10535","Daliaon Plantation","112,402,041.00","3 LD","500","DAVAOCITY","112,402,000.00"
10536,"10536","Dalibubon","23,115,009.00","4th","671","JONES","23,115,000.00"
10537,"10537","Dalican","144,404,007.00","Lone","227","BONTOC (Capital)","144,404,000.00"
10538,"10538","Dalican Poblacion","153,807,013.00","1","492","DATUODINSINSUAT (DINAIG)","153,807,000.00"
10539,"10539","Dalicanan","63,035,019.00","4","1111","PAVIA","63,036,000.00"
10540,"10540","Dalid","63,002,024.00","2","41","ALIMODIAN","63,002,000.00"
10541,"10541","Dalid","63,013,027.00","3","306","CALINOG","63,013,000.00"
10542,"10542","Dalid","82,617,018.00","lone","965","MERIDA","83,736,000.00"
10543,"10543","Dalid","63,043,034.00","2","1354","SANTABARBARA","63,043,000.00"
10544,"10544","Dalid","72,249,010.00","4","1491","TABONTABON","83,746,000.00"
10545,"10545","Dalig","31,402,004.00","2nd","118","BALAGTAS (BIGAA)","31,402,000.00"
10546,"10546","Dalig","41,003,023.00","1st","125","BALAYAN","41,003,000.00"
10547,"10547","Dalig","41,005,021.00","2nd","181","BATANGASCITY (Capital)","41,005,000.00"
10548,"10548","Dalig","23,105,009.00","2nd","260","BURGOS","23,105,000.00"
10549,"10549","Daligan","23,115,010.00","4th","671","JONES","23,115,000.00"
10550,"10550","Daligan","12,924,015.00","2nd","1359","SANTACRUZ","12,924,000.00"
10551,"10551","Daligdigan","103,518,007.00","2","1237","SALVADOR","103,518,000.00"
10552,"10552","Dalig-Kalinga","23,103,010.00","2nd","84","AURORA","23,103,000.00"
10553,"10553","Dalih","156,613,010.00","1","1516","TALIPAO","156,613,000.00"
10554,"10554","Dalije","63,030,036.00","1","972","MINA","63,031,000.00"
10555,"10555","Dalima","41,034,004.00","1st","1598","TUY","41,034,000.00"
10556,"10556","Dalimag","140,121,002.00","Lone","1278","SANISIDRO","140,121,000.00"
10557,"10557","Dalin","21,506,021.00","1st","109","BAGGAO","21,506,000.00"
10558,"10558","Dalingaoen (Lalingaon)","124,712,015.00","1","1124","PIKIT","124,712,000.00"
10559,"10559","Dalingap","104,205,008.00","2","440","CLARIN","104,205,000.00"
10560,"10560","Dalingding","72,221,008.00","4","454","CORCUERA","175,906,000.00"
10561,"10561","Dalingding Sur","72,231,004.00","4","885","MALALAG","112,408,000.00"
10562,"10562","Dalipdip","60,401,004.00","lone","49","ALTAVAS","60,401,000.00"
10563,"10563","Dalipe","63,027,009.00","5","769","LEON","63,028,000.00"
10564,"10564","Dalipe","124,710,005.00","3","976","M'LANG","124,710,000.00"
10565,"10565","Dalipey","141,103,004.00","Lone","115","BAKUN","141,103,000.00"
10566,"10566","Dalipit East","41,002,004.00","3rd","42","ALITAGTAG","41,002,000.00"
10567,"10567","Dalipit East","41,009,005.00","3rd","463","CUENCA","41,009,000.00"
10568,"10568","Dalipit West","41,002,005.00","3rd","42","ALITAGTAG","41,002,000.00"
10569,"10569","Dalipit West","41,009,006.00","3rd","463","CUENCA","41,009,000.00"
10570,"10570","Dalipuga","103,504,006.00","lone","632","ILIGANCITY","103,504,000.00"
10571,"10571","Dalipuga","153,612,021.00","2","824","LUMBATAN","153,612,000.00"
10572,"10572","Dalirig","101,314,004.00","1","918","MANOLOF ORTICH","101,314,000.00"
10573,"10573","Dalisay","104,201,009.00","1","48","ALORAN","104,201,000.00"
10574,"10574","Dalit","140,119,005.00","Lone","1126","PILAR","140,119,000.00"
10575,"10575","Dalla","21,506,022.00","1st","109","BAGGAO","21,506,000.00"
10576,"10576","Dallag","124,718,005.00","2","71","ARAKAN","124,718,000.00"
10577,"10577","Dallangayan Este","13,314,023.00","1st","416","CITY OF SANFERNANDO (Capital)","13,314,000.00"
10578,"10578","Dallangayan Oeste","13,314,024.00","1st","416","CITY OF SANFERNANDO (Capital)","13,314,000.00"
10579,"10579","Dallao","23,109,005.00","4th","455","CORDON","23,109,000.00"
10580,"10580","Dalligan","142,703,008.00","Lone","706","KIANGAN","142,703,000.00"
10581,"10581","Dal-lipaoen","13,311,017.00","2nd","1005","NAGUILIAN","13,311,000.00"
10582,"10582","Dallipawen","37,112,004.00","2nd","1331","SANNARCISO","37,112,000.00"
10583,"10583","Dalo-dalo","157,010,005.00","lone","1412","SAPA-SAPA","157,010,000.00"
10584,"10584","Dalog Balut","153,618,023.00","1","943","MASIU","153,618,000.00"
10585,"10585","Dalongue","15,538,008.00","3rd","1355","SANTABARBARA","15,538,000.00"
10586,"10586","Daluga","126,501,013.00","2","113","BAGUMBAYAN","126,501,000.00"
10587,"10587","Dalumangcob (Pob.)","153,812,012.00","1","1478","SULTANKUDARAT (NULING)","153,812,000.00"
10588,"10588","Dalumay","112,407,006.00","1","865","MAGSAYSAY","112,407,000.00"
10589,"10589","Dalumpinas","15,536,011.00","6th","1334","SANNICOLAS","15,536,000.00"
10590,"10590","Dalumpinas","104,213,026.00","1","1411","SAPANGDALAGA","104,213,000.00"
10591,"10591","Dalumpinas Este","13,314,025.00","1st","416","CITY OF SANFERNANDO (Capital)","13,314,000.00"
10592,"10592","Dalumpinas Oeste","13,314,026.00","1st","416","CITY OF SANFERNANDO (Capital)","13,314,000.00"
10593,"10593","Dalumpines","83,713,015.00","3","309","CALUBIAN","83,713,000.00"
10594,"10594","Dalupa","143,208,008.00","Lone","1103","PASIL","143,208,000.00"
10595,"10595","Dalupan","118,601,008.00","N/A","528","DONMARCELINO","118,601,000.00"
10596,"10596","Dalupiri","21,509,011.00","2nd","303","CALAYAN","21,509,000.00"
10597,"10597","Dalupirip","141,106,002.00","Lone","653","ITOGON","141,106,000.00"
10598,"10598","Dalusan","63,029,022.00","3","967","MIAGAO","63,030,000.00"
10599,"10599","Dalwangan","101,312,014.00","2","408","CITY OF MALAYBALAY (Capital)","101,312,000.00"
10600,"10600","Damabalas","153,806,011.00","2","494","DATUPIANG","153,806,000.00"
10601,"10601","Damabalas","153,836,007.00","2","495","DATUSALIBO","153,836,000.00"
10602,"10602","Damablac","153,816,007.00","2","1514","TALAYAN","153,816,000.00"
10603,"10603","Damacan","50,501,014.00","1","89","BACACAY","50,501,000.00"
10604,"10604","Damacuag","12,925,014.00","2nd","1371","SANTALUCIA","12,925,000.00"
10605,"10605","Damag","142,708,005.00","Lone","13","AGUINALDO","142,708,000.00"
10606,"10606","Damakling","153,823,001.00","2","1055","PAGLAT","153,823,000.00"
10607,"10607","Damalasak","153,810,006.00","2","1052","PAGALUNGAN","153,810,000.00"
10608,"10608","Damalasak","124,712,016.00","1","1124","PIKIT","124,712,000.00"
10609,"10609","Damalusay","153,805,016.00","2","493","DATUPAGLAS","153,805,000.00"
